Language_Name,Lexeme,Meaning,Cognate_Set,Latitude,Longitude,Subfamily
Inari Saami,kost,where,b,69.4229,27.8658,Saami
Skolt Saami,koʹst,where,b,68.8326,29.7204,Saami
Kildin Saami,kas’t,where,b,68.2158,35.8348,Saami
Standard Finnish,missä,where,a,64.7628,25.5577,Finnic
Karelian Proper,kussa,where,b,65.1691,30.8655,Finnic
Veps,kus,where,b,60.3353,34.7865,Finnic
Ingrian,kuz,where,b,59.47403,29.71145,Finnic
Western Votic,kuza,where,b,NA,NA,Finnic
Standard Estonian,kus,where,b,58.55,25.82,Finnic
Võro South Estonian,kon ~ koh ~ kohn,where,b,57.85,27,Finnic
Courland Livonian,kus,where,b,NA,NA,Finnic
Erzya,koso,where,b,52.8548,45.3901,Mordvin
Meadow Mari,kušto,where,b,55.8307,48.405,Mari
Komi-Zyrian,"ke̮n, ke̮ni, ki̮te̮n",where,b,64.0527,54.946,Permic
Komi-Permyak,ki̮te̮n,where,b,59.6602,54.7959,Permic
Udmurt,ki̮ti̮n,where,b,56.12921,52.63548,Permic
Hungarian,hol,where,b,46.9068585714,19.6555271429,Ugric
Hungarian,miben,where,a,46.9068585714,19.6555271429,Ugric
Sosva Mansi,χōt,where,b,NA,NA,Ugric
Vakh-Vasyugan Khanty,"kot, kotǝki",where,b,60.10378,79.873651,Ugric
Nganasan,"kuni, kuńini",where,b,73.1354,86.2106,Samoyed
Tundra Nenets,xə-nyana,where,b,66.1775,71.0234,Samoyed
Selkup,kūn,where,b,65.7035,82.4441,Samoyed
Selkup,qajiqən,where,b,65.7035,82.4441,Samoyed
Proto-Uralic*,[Not reconstructable],white,?,NA,NA,(reconstr.)
South Saami,veelkes,white,a,62.8801,13.7006,Saami
Ume Saami,veälˈgada,white,a,64.6383,18.646,Saami
Pite Saami,"villges, vällgat",white,a,66.4011,17.4261,Saami
North Saami,vielgat,white,a,68.725,22.1113,Saami
Inari Saami,viel'gađ,white,a,69.4229,27.8658,Saami
Skolt Saami,viõlggâd,white,a,68.8326,29.7204,Saami
Kildin Saami,vīllke,white,a,68.2158,35.8348,Saami
Standard Finnish,valkoinen,white,a,64.7628,25.5577,Finnic
Karelian Proper,"valkie, valkoine",white,a,65.1691,30.8655,Finnic
Veps,vouged,white,a,60.3353,34.7865,Finnic
Ingrian,valkia,white,b,59.47403,29.71145,Finnic
Western Votic,vaлge̮ke̮z,white,b,NA,NA,Finnic
Standard Estonian,valge,white,a,58.55,25.82,Finnic
Võro South Estonian,valgõ,white,a,57.85,27,Finnic
Courland Livonian,vālda,white,a,NA,NA,Finnic
Erzya,ašo,white,b,52.8548,45.3901,Mordvin
Meadow Mari,"oš, ošo",white,b,55.8307,48.405,Mari
Komi-Zyrian,jeǯi̮d,white,c,64.0527,54.946,Permic
Komi-Permyak,ćoćkom,white,j,59.6602,54.7959,Permic
Udmurt,te̮dʹi̮,white,d,56.12921,52.63548,Permic
Hungarian,fehér,white,e,46.9068585714,19.6555271429,Ugric
Sosva Mansi,jāŋk,white,f,NA,NA,Ugric
Sosva Mansi,ńār,white,g,NA,NA,Ugric
Vakh-Vasyugan Khanty,näɣi,white,h,60.10378,79.873651,Ugric
Nganasan,si̮r,white,i,73.1354,86.2106,Samoyed
Tundra Nenets,"ser, serako",white,i,66.1775,71.0234,Samoyed
Selkup,se̮rə,white,i,65.7035,82.4441,Samoyed
Proto-Uralic*,*čočV- ?,wipe,g,NA,NA,(reconstr.)
South Saami,[Form not found],wipe,?,62.8801,13.7006,Saami
Ume Saami,[Form not found],wipe,?,64.6383,18.646,Saami
Pite Saami,[Form not found],wipe,?,66.4011,17.4261,Saami
North Saami,sihkkut,wipe,c,68.725,22.1113,Saami
Inari Saami,sikkođ,wipe,c,69.4229,27.8658,Saami
Skolt Saami,sekkad,wipe,c,68.8326,29.7204,Saami
Kildin Saami,jērre,wipe,m,68.2158,35.8348,Saami
Standard Finnish,pyyhkiä,wipe,a,64.7628,25.5577,Finnic
Karelian Proper,pyyhkie,wipe,a,65.1691,30.8655,Finnic
Veps,pühktʹa,wipe,a,60.3353,34.7865,Finnic
Ingrian,pǖhkiä,wipe,a,59.47403,29.71145,Finnic
Western Votic,pühtšimä,wipe,a,NA,NA,Finnic
Western Votic,лāmima,wipe,n,NA,NA,Finnic
Standard Estonian,pühkida,wipe,a,58.55,25.82,Finnic
Võro South Estonian,pühk'mä,wipe,a,57.85,27,Finnic
Courland Livonian,pūʾstə,wipe,b,NA,NA,Finnic
Erzya,nardams,wipe,d,52.8548,45.3901,Mordvin
Meadow Mari,üštam,wipe,e,55.8307,48.405,Mari
Komi-Zyrian,ći̮ški̮ni̮,wipe,f,64.0527,54.946,Permic
Komi-Permyak,ći̮ški̮ni̮,wipe,f,59.6602,54.7959,Permic
Udmurt,tšuši̮ni̮,wipe,g,56.12921,52.63548,Permic
Hungarian,töröl,wipe,h,46.9068585714,19.6555271429,Ugric
Sosva Mansi,sēɣi,wipe,i,NA,NA,Ugric
Vakh-Vasyugan Khanty,moŋət-,wipe,j,60.10378,79.873651,Ugric
Nganasan,ńakidʹa,wipe,o,73.1354,86.2106,Samoyed
Tundra Nenets,tæcy°,wipe,k,66.1775,71.0234,Samoyed
Selkup,mūsə- ~ müsə-,wipe,l,65.7035,82.4441,Samoyed
Proto-Uralic*,[Not reconstructable],with,?,NA,NA,(reconstr.)
South Saami,gujmie,with,p,62.8801,13.7006,Saami
South Saami,meatan,with,o,62.8801,13.7006,Saami
Ume Saami,miŋèsna,with,g,64.6383,18.646,Saami
Pite Saami,[Form not found],with,?,66.4011,17.4261,Saami
North Saami,fárrui,with,e,68.725,22.1113,Saami
North Saami,mielde,with,f,68.725,22.1113,Saami
Inari Saami,meid(d)ei,with,o,69.4229,27.8658,Saami
Inari Saami,mield,with,f,69.4229,27.8658,Saami
Skolt Saami,[No equivalent],with,0,68.8326,29.7204,Saami
Kildin Saami,mīll’te,with,f,68.2158,35.8348,Saami
Standard Finnish,kanssa,with,a,64.7628,25.5577,Finnic
Karelian Proper,kera,with,b,65.1691,30.8655,Finnic
Veps,[No equivalent],with,0,60.3353,34.7865,Finnic
Ingrian,"kanz ~ kā, -kā ~ -kǟ",with,a,59.47403,29.71145,Finnic
Ingrian,kera,with,b,59.47403,29.71145,Finnic
Western Votic,kās,with,a,NA,NA,Finnic
Standard Estonian,koos,with,c,58.55,25.82,Finnic
Võro South Estonian,üten ~ üteh ~ ütehn,with,d,57.85,27,Finnic
Courland Livonian,īńə ~ ǖńə,with,d,NA,NA,Finnic
Erzya,marto,with,i,52.8548,45.3901,Mordvin
Meadow Mari,δene,with,h,55.8307,48.405,Mari
Komi-Zyrian,[No equivalent],with,0,64.0527,54.946,Permic
Komi-Permyak,[No equivalent],with,0,59.6602,54.7959,Permic
Udmurt,"tšoš, tšošen",with,j,56.12921,52.63548,Permic
Hungarian,"vele, (-val/vel)",with,l,46.9068585714,19.6555271429,Ugric
Sosva Mansi,jurtəl,with,m,NA,NA,Ugric
Vakh-Vasyugan Khanty,jö̆t-,with,n,60.10378,79.873651,Ugric
Nganasan,nanu,with,q,73.1354,86.2106,Samoyed
Tundra Nenets,[No equivalent],with,0,66.1775,71.0234,Samoyed
Selkup,[No equivalent],with,0,65.7035,82.4441,Samoyed
Proto-Uralic*,*niŋä,woman,h,NA,NA,(reconstr.)
South Saami,"nyjsene, nyjsenæjja",woman,b,62.8801,13.7006,Saami
Ume Saami,kuyˈna,woman,c,64.6383,18.646,Saami
Ume Saami,niisuna,woman,b,64.6383,18.646,Saami
Pite Saami,kujdna,woman,c,66.4011,17.4261,Saami
North Saami,nisu,woman,b,68.725,22.1113,Saami
Inari Saami,nissoon,woman,b,69.4229,27.8658,Saami
Skolt Saami,neezzan,woman,b,68.8326,29.7204,Saami
Kildin Saami,nɨzan,woman,b,68.2158,35.8348,Saami
Standard Finnish,nainen,woman,a,64.7628,25.5577,Finnic
Karelian Proper,naine,woman,a,65.1691,30.8655,Finnic
Veps,naine,woman,a,60.3353,34.7865,Finnic
Ingrian,nain,woman,a,59.47403,29.71145,Finnic
Western Votic,nain,woman,a,NA,NA,Finnic
Standard Estonian,naine,woman,a,58.55,25.82,Finnic
Võro South Estonian,naanõ,woman,a,57.85,27,Finnic
Courland Livonian,naì,woman,a,NA,NA,Finnic
Erzya,ava,woman,d,52.8548,45.3901,Mordvin
Meadow Mari,üδə̑ramaš,woman,f,55.8307,48.405,Mari
Meadow Mari,βate,woman,e,55.8307,48.405,Mari
Komi-Zyrian,ań,woman,j,64.0527,54.946,Permic
Komi-Zyrian,ni̮vbaba,woman,k,64.0527,54.946,Permic
Komi-Permyak,ińka,woman,m,59.6602,54.7959,Permic
Udmurt,ki̮šno,woman,g,56.12921,52.63548,Permic
Hungarian,asszony,woman,l,46.9068585714,19.6555271429,Ugric
Hungarian,nő,woman,h,46.9068585714,19.6555271429,Ugric
Sosva Mansi,nē,woman,h,NA,NA,Ugric
Vakh-Vasyugan Khanty,ni,woman,h,60.10378,79.873651,Ugric
Nganasan,ni̮,woman,h,73.1354,86.2106,Samoyed
Tundra Nenets,nye,woman,h,66.1775,71.0234,Samoyed
Selkup,imma,woman,i,65.7035,82.4441,Samoyed
Proto-Uralic*,[Not reconstructable],woods,?,NA,NA,(reconstr.)
South Saami,skåake ~ skåajje,woods,l,62.8801,13.7006,Saami
Ume Saami,mä̀htsee,woods,m,64.6383,18.646,Saami
Pite Saami,mähttse,woods,m,66.4011,17.4261,Saami
Pite Saami,vuävvde,woods,b,66.4011,17.4261,Saami
North Saami,vuovdi,woods,b,68.725,22.1113,Saami
Inari Saami,mecci,woods,m,69.4229,27.8658,Saami
Skolt Saami,meäʹcˈc,woods,m,68.8326,29.7204,Saami
Kildin Saami,vārr’,woods,i,68.2158,35.8348,Saami
Standard Finnish,metsä,woods,a,64.7628,25.5577,Finnic
Karelian Proper,mettšä,woods,a,65.1691,30.8655,Finnic
Veps,mets,woods,a,60.3353,34.7865,Finnic
Ingrian,met̀sä,woods,a,59.47403,29.71145,Finnic
Western Votic,metsä,woods,a,NA,NA,Finnic
Standard Estonian,mets,woods,a,58.55,25.82,Finnic
Võro South Estonian,mõts,woods,a,57.85,27,Finnic
Courland Livonian,me̮tsà ~ mütsà etc.,woods,a,NA,NA,Finnic
Erzya,viŕ,woods,c,52.8548,45.3901,Mordvin
Meadow Mari,čoδə̑ra,woods,d,55.8307,48.405,Mari
Komi-Zyrian,ve̮r,woods,e,64.0527,54.946,Permic
Komi-Permyak,ve̮r,woods,e,59.6602,54.7959,Permic
Udmurt,ńules,woods,f,56.12921,52.63548,Permic
Udmurt,śik,woods,g,56.12921,52.63548,Permic
Hungarian,erdő,woods,h,46.9068585714,19.6555271429,Ugric
Sosva Mansi,wōr,woods,e,NA,NA,Ugric
Vakh-Vasyugan Khanty,wont,woods,b,60.10378,79.873651,Ugric
Nganasan,muŋku,woods,n,73.1354,86.2106,Samoyed
Tundra Nenets,pedara,woods,j,66.1775,71.0234,Samoyed
Selkup,maćə,woods,k,65.7035,82.4441,Samoyed
Proto-Uralic*,[Not reconstructable],worm,?,NA,NA,(reconstr.)
South Saami,soekse,worm,d,62.8801,13.7006,Saami
Ume Saami,suakˈsa,worm,d,64.6383,18.646,Saami
Pite Saami,máhto,worm,o,66.4011,17.4261,Saami
North Saami,máhtu,worm,o,68.725,22.1113,Saami
Inari Saami,kiksa,worm,l,69.4229,27.8658,Saami
Inari Saami,máátu,worm,o,69.4229,27.8658,Saami
Inari Saami,suok'sa,worm,d,69.4229,27.8658,Saami
Skolt Saami,määtt,worm,o,68.8326,29.7204,Saami
Skolt Saami,smäʹtt,worm,e,68.8326,29.7204,Saami
Kildin Saami,mādt,worm,o,68.2158,35.8348,Saami
Standard Finnish,mato,worm,a,64.7628,25.5577,Finnic
Karelian Proper,mato(ine),worm,a,65.1691,30.8655,Finnic
Veps,mado,worm,a,60.3353,34.7865,Finnic
Ingrian,maᴅo,worm,a,59.47403,29.71145,Finnic
Western Votic,touko,worm,n,NA,NA,Finnic
Standard Estonian,uss,worm,b,58.55,25.82,Finnic
Võro South Estonian,huss',worm,b,57.85,27,Finnic
Võro South Estonian,vagõl ~ vakl,worm,p,57.85,27,Finnic
Courland Livonian,boʾŕ,worm,c,NA,NA,Finnic
Erzya,suks,worm,d,52.8548,45.3901,Mordvin
Meadow Mari,šukš,worm,d,55.8307,48.405,Mari
Komi-Zyrian,nomi̮r,worm,f,64.0527,54.946,Permic
Komi-Permyak,gag,worm,m,59.6602,54.7959,Permic
Udmurt,numi̮r,worm,f,56.12921,52.63548,Permic
Hungarian,féreg,worm,g,46.9068585714,19.6555271429,Ugric
Sosva Mansi,pērk,worm,g,NA,NA,Ugric
Vakh-Vasyugan Khanty,soɣ,worm,h,60.10378,79.873651,Ugric
Nganasan,kəlʹśüˀə,worm,k,73.1354,86.2106,Samoyed
Tundra Nenets,xəli,worm,k,66.1775,71.0234,Samoyed
Selkup,čuk,worm,j,65.7035,82.4441,Samoyed
Proto-Uralic*,*ärV,year,e,NA,NA,(reconstr.)
South Saami,jaepie,year,d,62.8801,13.7006,Saami
Ume Saami,jàhpee,year,d,64.6383,18.646,Saami
Pite Saami,jahke,year,i,66.4011,17.4261,Saami
North Saami,jahki,year,i,68.725,22.1113,Saami
Inari Saami,ihe,year,c,69.4229,27.8658,Saami
Skolt Saami,eeʹǩǩ,year,c,68.8326,29.7204,Saami
Kildin Saami,ɨgk’,year,c,68.2158,35.8348,Saami
Standard Finnish,vuosi,year,a,64.7628,25.5577,Finnic
Karelian Proper,vuosi,year,a,65.1691,30.8655,Finnic
Veps,voź,year,a,60.3353,34.7865,Finnic
Ingrian,vōz,year,a,59.47403,29.71145,Finnic
Western Votic,āstaik,year,b,NA,NA,Finnic
Standard Estonian,aasta,year,b,58.55,25.82,Finnic
Võro South Estonian,"aastak, ajasta(ig)",year,b,57.85,27,Finnic
Courland Livonian,àigast,year,b,NA,NA,Finnic
Erzya,ije,year,c,52.8548,45.3901,Mordvin
Meadow Mari,ij,year,c,55.8307,48.405,Mari
Komi-Zyrian,vo,year,a,64.0527,54.946,Permic
Komi-Permyak,god,year,h,59.6602,54.7959,Permic
Komi-Permyak,vo,year,a,59.6602,54.7959,Permic
Udmurt,ar,year,e,56.12921,52.63548,Permic
Hungarian,év,year,c,46.9068585714,19.6555271429,Ugric
Sosva Mansi,tāl,year,f,NA,NA,Ugric
Vakh-Vasyugan Khanty,al,year,a,60.10378,79.873651,Ugric
Nganasan,hüə,year,g,73.1354,86.2106,Samoyed
Tundra Nenets,po,year,g,66.1775,71.0234,Samoyed
Selkup,po,year,g,65.7035,82.4441,Samoyed
Proto-Uralic*,[Not reconstructable],yellow,?,NA,NA,(reconstr.)
South Saami,viskes,yellow,d,62.8801,13.7006,Saami
Ume Saami,visskada,yellow,d,64.6383,18.646,Saami
Pite Saami,vissgat,yellow,d,66.4011,17.4261,Saami
North Saami,fiskat,yellow,d,68.725,22.1113,Saami
Inari Saami,fiskad,yellow,d,69.4229,27.8658,Saami
Skolt Saami,viskkâd,yellow,d,68.8326,29.7204,Saami
Kildin Saami,ruččkes’,yellow,m,68.2158,35.8348,Saami
Standard Finnish,keltainen,yellow,a,64.7628,25.5577,Finnic
Karelian Proper,keltaine,yellow,a,65.1691,30.8655,Finnic
Veps,pakuine,yellow,b,60.3353,34.7865,Finnic
Ingrian,keltain,yellow,a,59.47403,29.71145,Finnic
Western Votic,ke̮лte̮in,yellow,a,NA,NA,Finnic
Standard Estonian,kollane,yellow,a,58.55,25.82,Finnic
Võro South Estonian,kõllanõ,yellow,a,57.85,27,Finnic
Courland Livonian,vīʾri,yellow,c,NA,NA,Finnic
Erzya,ožo,yellow,e,52.8548,45.3901,Mordvin
Meadow Mari,narə̑ńče,yellow,l,55.8307,48.405,Mari
Meadow Mari,sar ~ sarə̑,yellow,f,55.8307,48.405,Mari
Komi-Zyrian,viž,yellow,c,64.0527,54.946,Permic
Komi-Permyak,vež,yellow,c,59.6602,54.7959,Permic
Udmurt,tšuž,yellow,g,56.12921,52.63548,Permic
Hungarian,sárga,yellow,f,46.9068585714,19.6555271429,Ugric
Sosva Mansi,kasm,yellow,h,NA,NA,Ugric
Vakh-Vasyugan Khanty,kul-lö̆j,yellow,i,60.10378,79.873651,Ugric
Nganasan,todʹakuə,yellow,j,73.1354,86.2106,Samoyed
Tundra Nenets,tasyexey°,yellow,j,66.1775,71.0234,Samoyed
Selkup,patəlʹ,yellow,k,65.7035,82.4441,Samoyed
Proto-Uralic*,*tȣ̈,you_pl,a,NA,NA,(reconstr.)
South Saami,dijjieh,you_pl,a,62.8801,13.7006,Saami
Ume Saami,dijja,you_pl,a,64.6383,18.646,Saami
Pite Saami,dija,you_pl,a,66.4011,17.4261,Saami
North Saami,dii,you_pl,a,68.725,22.1113,Saami
Inari Saami,tij,you_pl,a,69.4229,27.8658,Saami
Skolt Saami,tij,you_pl,a,68.8326,29.7204,Saami
Kildin Saami,tɨjj,you_pl,a,68.2158,35.8348,Saami
Standard Finnish,te,you_pl,a,64.7628,25.5577,Finnic
Karelian Proper,työ,you_pl,a,65.1691,30.8655,Finnic
Veps,tʹö ~ tʹe,you_pl,a,60.3353,34.7865,Finnic
Ingrian,tȫ,you_pl,a,59.47403,29.71145,Finnic
Western Votic,tǖ,you_pl,a,NA,NA,Finnic
Standard Estonian,"teie, te",you_pl,a,58.55,25.82,Finnic
Võro South Estonian,tiiq ~ ti,you_pl,a,57.85,27,Finnic
Courland Livonian,teg ~ tēg etc.,you_pl,a,NA,NA,Finnic
Erzya,tiń,you_pl,a,52.8548,45.3901,Mordvin
Meadow Mari,te,you_pl,a,55.8307,48.405,Mari
Komi-Zyrian,ti,you_pl,a,64.0527,54.946,Permic
Komi-Permyak,"ti, tije̮",you_pl,a,59.6602,54.7959,Permic
Udmurt,ti,you_pl,a,56.12921,52.63548,Permic
Hungarian,ti,you_pl,a,46.9068585714,19.6555271429,Ugric
Sosva Mansi,nān,you_pl,b,NA,NA,Ugric
Vakh-Vasyugan Khanty,nəŋ,you_pl,b,60.10378,79.873651,Ugric
Nganasan,ti̮ŋ,you_pl,a,73.1354,86.2106,Samoyed
Tundra Nenets,pid°raq,you_pl,c,66.1775,71.0234,Samoyed
Selkup,tē,you_pl,a,65.7035,82.4441,Samoyed
Proto-Uralic*,[Not reconstructable],raise_lift,?,NA,NA,(reconstr.)
South Saami,bijjiedidh,raise_lift,e,62.8801,13.7006,Saami
South Saami,lutnjedh,raise_lift,f,62.8801,13.7006,Saami
Ume Saami,lügˈŋjat,raise_lift,f,64.6383,18.646,Saami
Pite Saami,bajedit,raise_lift,e,66.4011,17.4261,Saami
Pite Saami,lugŋŋit,raise_lift,f,66.4011,17.4261,Saami
Pite Saami,luptit,raise_lift,d,66.4011,17.4261,Saami
North Saami,bajidit,raise_lift,e,68.725,22.1113,Saami
North Saami,loktet,raise_lift,d,68.725,22.1113,Saami
Inari Saami,luptiđ,raise_lift,d,69.4229,27.8658,Saami
Skolt Saami,kaggâd,raise_lift,g,68.8326,29.7204,Saami
Skolt Saami,pââʹjded,raise_lift,e,68.8326,29.7204,Saami
Kildin Saami,pajnelle,raise_lift,e,68.2158,35.8348,Saami
Standard Finnish,nostaa,raise_lift,a,64.7628,25.5577,Finnic
Karelian Proper,nostoa,raise_lift,a,65.1691,30.8655,Finnic
Veps,leta,raise_lift,b,60.3353,34.7865,Finnic
Ingrian,nostā,raise_lift,a,59.47403,29.71145,Finnic
Western Votic,ne̮ssē̮ma,raise_lift,a,NA,NA,Finnic
Standard Estonian,tõsta,raise_lift,a,58.55,25.82,Finnic
Võro South Estonian,nõstma,raise_lift,a,57.85,27,Finnic
Courland Livonian,nustə,raise_lift,a,NA,NA,Finnic
Erzya,kepedʹems,raise_lift,h,52.8548,45.3901,Mordvin
Meadow Mari,nə̑ltem,raise_lift,j,55.8307,48.405,Mari
Komi-Zyrian,lepti̮ni̮,raise_lift,l,64.0527,54.946,Permic
Komi-Permyak,lebti̮ni̮,raise_lift,l,59.6602,54.7959,Permic
Udmurt,ǯuti̮ni̮,raise_lift,k,56.12921,52.63548,Permic
Hungarian,"emel, felemel, megemel",raise_lift,i,46.9068585714,19.6555271429,Ugric
Sosva Mansi,ālmi,raise_lift,i,NA,NA,Ugric
Vakh-Vasyugan Khanty,äləm-,raise_lift,i,60.10378,79.873651,Ugric
Nganasan,"dʹilədʹi, dʹiltədʹi",raise_lift,i,73.1354,86.2106,Samoyed
Tundra Nenets,yilə°,raise_lift,i,66.1775,71.0234,Samoyed
Selkup,qāqəl-,raise_lift,c,65.7035,82.4441,Samoyed
Proto-Uralic*,*takana,behind,a,NA,NA,(reconstr.)
South Saami,duekesne,behind,a,62.8801,13.7006,Saami
Ume Saami,såggèsna,behind,d,64.6383,18.646,Saami
Pite Saami,duogen ~ duohkaj,behind,a,66.4011,17.4261,Saami
Pite Saami,maŋŋelt,behind,b,66.4011,17.4261,Saami
North Saami,duohkin,behind,a,68.725,22.1113,Saami
North Saami,maŋŋin,behind,b,68.725,22.1113,Saami
Inari Saami,maajeeld,behind,b,69.4229,27.8658,Saami
Inari Saami,tyehin,behind,a,69.4229,27.8658,Saami
Skolt Saami,tuâǥǥ-,behind,a,68.8326,29.7204,Saami
Kildin Saami,maŋ’el’t,behind,b,68.2158,35.8348,Saami
Standard Finnish,takana,behind,a,64.7628,25.5577,Finnic
Karelian Proper,takana,behind,a,65.1691,30.8655,Finnic
Veps,taga,behind,a,60.3353,34.7865,Finnic
Ingrian,tak̆kā,behind,a,59.47403,29.71145,Finnic
Western Votic,takan̄,behind,a,NA,NA,Finnic
Standard Estonian,taga,behind,a,58.55,25.82,Finnic
Võro South Estonian,takan ~ takah ~ takahn,behind,a,57.85,27,Finnic
Courland Livonian,tagà,behind,a,NA,NA,Finnic
Erzya,ekšse,behind,f,52.8548,45.3901,Mordvin
Erzya,udalo,behind,e,52.8548,45.3901,Mordvin
Meadow Mari,šeŋgelne,behind,i,55.8307,48.405,Mari
Komi-Zyrian,be̮r vi̮le̮,behind,h,64.0527,54.946,Permic
Komi-Zyrian,saje̮,behind,g,64.0527,54.946,Permic
Komi-Permyak,be̮ri̮n,behind,h,59.6602,54.7959,Permic
Komi-Permyak,saji̮n,behind,g,59.6602,54.7959,Permic
Udmurt,śe̮ri̮n,behind,j,56.12921,52.63548,Permic
Hungarian,mögött,behind,b,46.9068585714,19.6555271429,Ugric
Sosva Mansi,sājt,behind,k,NA,NA,Ugric
Vakh-Vasyugan Khanty,kas,behind,l,60.10378,79.873651,Ugric
Vakh-Vasyugan Khanty,pi̮rnə,behind,c,60.10378,79.873651,Ugric
Nganasan,"huə, huənu",behind,m,73.1354,86.2106,Samoyed
Nganasan,məkini,behind,n,73.1354,86.2106,Samoyed
Nganasan,takənu,behind,a,73.1354,86.2106,Samoyed
Tundra Nenets,tyax°na,behind,a,66.1775,71.0234,Samoyed
Selkup,tāk,behind,a,65.7035,82.4441,Samoyed
Proto-Uralic*,[Not reconstructable],untie,?,NA,NA,(reconstr.)
South Saami,noeledh,untie,n,62.8801,13.7006,Saami
Ume Saami,[Form not found],untie,?,64.6383,18.646,Saami
Pite Saami,nuollat,untie,n,66.4011,17.4261,Saami
Pite Saami,tjåvvdet,untie,c,66.4011,17.4261,Saami
North Saami,čoavdit,untie,c,68.725,22.1113,Saami
North Saami,lutket,untie,d,68.725,22.1113,Saami
Inari Saami,čoav'diđ,untie,c,69.4229,27.8658,Saami
Skolt Saami,čåuʹdded,untie,c,68.8326,29.7204,Saami
Kildin Saami,piess’te,untie,l,68.2158,35.8348,Saami
Standard Finnish,[No equivalent],untie,0,64.7628,25.5577,Finnic
Karelian Proper,keritteä,untie,a,65.1691,30.8655,Finnic
Veps,rušta,untie,b,60.3353,34.7865,Finnic
Ingrian,[No equivalent],untie,0,59.47403,29.71145,Finnic
Western Votic,[No equivalent],untie,0,NA,NA,Finnic
Standard Estonian,[No equivalent],untie,0,58.55,25.82,Finnic
Võro South Estonian,[No equivalent],untie,0,57.85,27,Finnic
Courland Livonian,[Form not found],untie,?,NA,NA,Finnic
Erzya,juksńems,untie,e,52.8548,45.3901,Mordvin
Meadow Mari,ruδem,untie,h,55.8307,48.405,Mari
Komi-Zyrian,raźni̮,untie,f,64.0527,54.946,Permic
Komi-Permyak,pe̮rtćavni̮,untie,o,59.6602,54.7959,Permic
Udmurt,serti̮ni̮,untie,i,56.12921,52.63548,Permic
Hungarian,kiold,untie,g,46.9068585714,19.6555271429,Ugric
Sosva Mansi,pēsti,untie,j,NA,NA,Ugric
Vakh-Vasyugan Khanty,aŋət-,untie,m,60.10378,79.873651,Ugric
Nganasan,dʹuküdʹa,untie,k,73.1354,86.2106,Samoyed
Tundra Nenets,yeka-,untie,k,66.1775,71.0234,Samoyed
Selkup,ći̮kkə-,untie,k,65.7035,82.4441,Samoyed
Proto-Uralic*,[Not reconstructable],they,?,NA,NA,(reconstr.)
South Saami,sijjieh,they,a,62.8801,13.7006,Saami
Ume Saami,sijja,they,a,64.6383,18.646,Saami
Pite Saami,sija(v),they,a,66.4011,17.4261,Saami
North Saami,sii,they,a,68.725,22.1113,Saami
Inari Saami,sij,they,a,69.4229,27.8658,Saami
Skolt Saami,sij,they,a,68.8326,29.7204,Saami
Kildin Saami,sɨjj,they,a,68.2158,35.8348,Saami
Standard Finnish,he,they,a,64.7628,25.5577,Finnic
Karelian Proper,hyö,they,a,65.1691,30.8655,Finnic
Veps,hī,they,a,60.3353,34.7865,Finnic
Ingrian,hȫ,they,a,59.47403,29.71145,Finnic
Western Votic,nämä,they,b,NA,NA,Finnic
Standard Estonian,"nemad, nad",they,b,58.55,25.82,Finnic
Võro South Estonian,nimäq ~ nä etc.,they,b,57.85,27,Finnic
Courland Livonian,ne,they,b,NA,NA,Finnic
Erzya,siń,they,a,52.8548,45.3901,Mordvin
Meadow Mari,nuno,they,c,55.8307,48.405,Mari
Komi-Zyrian,naje̮,they,b,64.0527,54.946,Permic
Komi-Permyak,nija,they,b,59.6602,54.7959,Permic
Udmurt,soos,they,a,56.12921,52.63548,Permic
Hungarian,ők,they,a,46.9068585714,19.6555271429,Ugric
Sosva Mansi,tān,they,a,NA,NA,Ugric
Vakh-Vasyugan Khanty,ləɣ ~ jəɣ  etc.,they,a,60.10378,79.873651,Ugric
Nganasan,si̮ti̮ŋ,they,d,73.1354,86.2106,Samoyed
Tundra Nenets,pidoh,they,e,66.1775,71.0234,Samoyed
Selkup,tepət ~ te̮pət,they,f,65.7035,82.4441,Samoyed
Proto-Uralic*,[Not reconstructable],cut_down,?,NA,NA,(reconstr.)
South Saami,viertedh,cut_down,f,62.8801,13.7006,Saami
Ume Saami,tjuahpat,cut_down,e,64.6383,18.646,Saami
Ume Saami,veärrdeet,cut_down,f,64.6383,18.646,Saami
Pite Saami,[Form not found],cut_down,?,66.4011,17.4261,Saami
North Saami,čuohppat,cut_down,e,68.725,22.1113,Saami
Inari Saami,njeidiđ,cut_down,q,69.4229,27.8658,Saami
Inari Saami,virattiđ,cut_down,f,69.4229,27.8658,Saami
Skolt Saami,čuõpˈpâd,cut_down,e,68.8326,29.7204,Saami
Skolt Saami,viirted,cut_down,f,68.8326,29.7204,Saami
Kildin Saami,uc’ne,cut_down,o,68.2158,35.8348,Saami
Standard Finnish,kaataa,cut_down,a,64.7628,25.5577,Finnic
Karelian Proper,koatoa,cut_down,a,65.1691,30.8655,Finnic
Karelian Proper,leikata,cut_down,b,65.1691,30.8655,Finnic
Veps,sorta ~ sortta,cut_down,c,60.3353,34.7865,Finnic
Ingrian,kātā,cut_down,a,59.47403,29.71145,Finnic
Western Votic,лe̮ikkama,cut_down,b,NA,NA,Finnic
